담당자,부위,증상,질환명,진료과,TAG
박장훈,복부," 담석은 대부분 증상을 일으키지 않습니다. 하지만 담석이 담도를 막으면 통증이 발생할 수 있습니다. 통증은 우측 상복부에서 갑자기 발생해 오른쪽 날개뼈 혹은 어깨로 퍼지는 듯한 양상으로 나타납니다. 기름지거나 많은 양의 식사를 한 이후에 통증이 유발될 수 있습니다. 구토나 메스꺼움과 같은 증상이 동반될 수 있으며, 열이 나거나 황달이 발생하면 담낭염, 담도염과 같은 합병증을 고려해야 합니다.",담석  Gallstone ,"소화기내과, 간담췌외과","복통,  어깨 통증  ,구역질  ,구토  ,고열  ,황달 ,ERCP  ,담낭암  ,담관암  ,급성 췌장염  ,간흡충증  ,담낭제거술"
박장훈,복부,"궤양성 대장염의 대표적인 증상은 혈변이에요. 대변이 점점 묽어지면서 혈액이나 점액이 섞여 나와요. 대변을 참기 어려워지거나 대변을 보고 나도 뒤가 무겁게 불편하기도 해요. 설사와 함께 복통도 생기면서 체중이 점점 줄어들어요. 일부 환자들은 대장 이외의 장기에도 증상이 생겨요. 피부나 입안에 궤양이 생기거나 안과 질환, 관절염 등이 나타나는데, 사람마다 증상이 생기는 부위나 정도는 달라요.", 궤양성 대장염  Ulcerative colitis ,"소화기내과, 소아소화기영양과","혈변 , 점액변  ,뒤무직  ,설사  ,복통  ,체중감소  ,궤양  ,관절염 ,염증성 장질환  ,크론병  ,베체트병  ,독성거대결장  ,자가면역질환  ,대장암  ,직장암"
박장훈,복부,"대장암의 증상은 암의 위치에 따라 조금씩 다른 양상을 보이는데, 보통 항문에 가까울수록 조금 더 빨리 증상이 나타나는 편입니다. 배변 시 혈변이 자주 나온다던가 점액질의 물질이 섞여 나올 수 있으며, 배변 습관과 관련해 잔변감(화장실을 다녀와도 시원하지 않고 계속 변이 나올 것 같은 느낌)이 드는 것이 항문 가까이에 직장암이 있을 때 나타날 수 있는 증상입니다. 우측 결장에 암이 발생한 경우에는 병이 진행될 때까지 증상이 안 나타나는 경우가 많고, 간혹 60세 이상에서 이유 없는 빈혈이 있어서 검사를 해보면 우측 결장암이 발견되기도 합니다.",대장암 Colorectal cancer,"대장암센터, 대장항문외과, 방사선종양학과, 혈액종양내과","복통  ,설사  ,변비  ,가는 대변  ,잔변감  ,복부 불편감 ,직장암 ,결장암 ,인공장루 ,영구장루 ,대장암 ,대장용종 ,가족성 용종증  ,대장암  ,결장직장암  ,결장의 악성 신생물  ,CEA"
박장훈,복부,"처음 B형간염 바이러스가 몸에 들어와서 급성 B형간염을 일으켜도, 아무런 증상을 느끼지 못하는 사람도 있어요. 일부에서는 열감이나 근육통, 구토 증세가 나타나기도 하고 심하면 피부와 눈이 노랗게 변하는 황달이 생기기도 해요. 신생아기에 B형간염 바이러스에 감염되면 90% 이상, 이후에 성인이 되어 감염되면 5~10% 정도가 만성 간염으로 진행해요. 만성 B형간염이더라도 증상이 전혀 없을 때도 있고, 호전과 악화를 반복하면서 피로나 식욕부진, 황달 등의 증상이 나타나기도 해요. 만성 B형간염은 간경변과 간암으로 진행할 수 있어서 주기적으로 병원을 방문해서 관리를 받아야 해요.

", B형간염  Hepatitis B ,"간센터, 소화기내과","열감  ,근육통  ,구토  ,황달 ,D형간염  ,델타병원체  ,간경변  ,간암"
박장훈,복부,"C형간염 바이러스에 감염되어도 초기에는 증상이 없을 수 있어요. 일부 사람에게서는 바이러스에 노출되고 난 뒤 2주~6개월의 잠복기를 지나서 피로감이나 열감, 근육통, 오른쪽 윗배의 불편감, 황달 등의 증상이 나타나요. C형간염은 한 번 감염되면 70~80% 내외에서 만성 간염으로 진행하고, 이 중에서 30~40% 정도는 간경변이나 간암 등의 심각한 간질환으로 진행해요. 검사를 받기 전에는 모르고 지내다가, 수십 년이 지나서 간질환을 진단받으면서 C형간염에 걸렸다는 것을 알게 되는 경우도 많아요. ", C형간염  Hepatitis C ,"간센터, 소화기내과","피로감  ,열감  ,황달  ,근육통 ,문신  ,피어싱  ,간경변  ,간암"
박장훈,복부,"유당불내증의 가장 대표적인 증상은 우유를 먹고 난 뒤에 설사하거나 묽은 변을 보는거예요. 배가 더부룩하고 빵빵한 느낌이 들어요. 가스가 차면서 냄새가 나쁜 방귀를 뀌기도 해요. 

유당불내증을 진단하기 위해서는 우유를 마시고 난 뒤에 나타나는 증상을 우선 확인해야 해요. 유당을 섭취하고 난 다음에 혈액검사로 몸의 상태를 확인하고, 유당이 소화되지 않으면 만들어지는 가스를 확인하는 수소 호흡검사를 해요. 어린아이는 대변을 검사해서 확인하기도 해요. 증상이 비슷한 다른 질환과 감별하는 것도 중요해요. ", 유당불내증 Lactose intolerance ,"가정의학과, 소아청소년과, 소아소화기영양과","설사  ,묽은 변  ,복부 팽만  ,복통  ,방귀  ,아기 설사  ,수소 호흡검사 ,젖당불내성  ,젖당불내증  ,유당분해효소결핍증"
박장훈,복부,"혈관종은 이름에서도 알 수 있듯이 혈관조직이 뭉쳐서 생긴 혹을 말해요. 암으로 진행되거나 하지는 않는 양성 종양이에요. 혈관종은 종류에 따라 크기도 모양도 다양해요. 피부나 간, 신장 등 우리 몸 어디에나 생길 수 있어요. 
가장 대표적인 피부의 혈관종인 유아 혈관종(딸기 혈관종)은 태어나자마자, 혹은 출생 몇 주 내에 나타나요. 혈관종이 생기는 원인은 아직 정확히 밝혀지지 않았어요. 

유아 혈관종은 아기가 태어날 때, 혹은 태어난 지 얼마 안 돼서 빨간 반점처럼 나타나요. 다른 피부와 경계가 뚜렷하게 빨갛고, 주변보다 볼록 솟아 있어서 딸기 혈관종이라는 이름이 붙었어요. 여자아기나 미숙아로 태어난 아기에게 더 많아요. 보통 혈관종으로 아파하지는 않아요. 혈관종은 생후 6개월에서 돌 즈음까지 점점 커지다가 수년에 걸쳐서 천천히 줄어들어요. 5~10세가 되면 대부분 사라지지만, 사라진 자리의 피부색이 조금 다르거나 솟아오르기도 해요. 
", 혈관종  Hemangioma ,"소화기내과, 혈관종클리닉,피부과, 성형외과, 흉터성형레이저센터","빨간 혹  ,빨간 점  ,빨간 반점  ,붉은 점  ,복통  ,복부팽만 ,체리 혈관종  ,유아 혈관종  ,딸기 혈관종  ,간 혈관종"
박장훈,복부,"담낭암은 초기 증상도 거의 없고, 증상이 있어도 오른쪽 상복부의 불편감이나 둔한 통증만 있기도 해서 암이 꽤 진행된 이후에 발견하는 경우가 많아요. 통증은 오른쪽 날개뼈와 어깨 방향으로 퍼지기도 해요. 암이 진행될수록 식욕부진, 체중감소, 구토 증상이 나타나요. 오른쪽 갈비뼈 아래에서 덩어리가 만져지는 사람도 있어요. 암이 담도를 막으면 담즙이 배출되지 못해서 눈과 피부가 노랗게 변하는 황달이 보이고 피부에 가려움증이 생겨요. ", 담낭암  Gallbladder cancer ,"췌장 담도암센터, 간담췌외과, 방사선종양학과, 혈액종양내과, 소화기내과, 췌담도암센터","소화불량  ,식욕부진  ,체중감소  ,피로  ,황달 ,담낭의 악성 신생물  ,쓸개암  ,췌담관합류이상"
박장훈,복부,"대표적인 증상으로는 대변의 형태가 바뀌는 것을 들 수 있어요. 없었던 변비나 설사가 생기거나, 대변이 가늘어져요. 대변을 본 뒤 피가 묻어나오거나, 점액이나 농이 보이기도 해요. 항문이 가렵고 아프거나, 이물감이 들기도 해요. 하지만 사람에 따라 증상을 느끼지 못할 수도 있어요. 다른 항문질환에서도 나타나는 증상들이라서, 쉽게 알아채지 못할 수도 있어요. ", 항문암 Malignant neoplasm of anus and anal canal ,"대장암센터, 대장항문외과, 방사선종양학과, 혈액종양내과 ","혈변  ,변비  ,설사  ,항문 출혈  ,항문 가려움  ,항문 소양증  ,잔변감 ,항문의 악성 신생물  ,치루"
박장훈,복부,"충수암은 충수에 염증이 생기거나 크기가 어느 정도 자랄 때까지는 증상을 느끼지 못하는 경우가 많아요. 그래서 충수암은 충수염 때문에 충수 절제술을 받고 난 뒤 조직검사를 하던 중에 발견되거나, 다른 증상이 있어서 영상 검사나 대장 내시경을 받으면서 알게 되는 경우가 많아요. 

증상이 있는 경우에는 충수염이 나타나서 알게 되기도 해요. 오른쪽 아랫배가 불편하거나 아파요. 종양 때문에 장이 막히면서 장운동이 잘되지 않고, 탈장이 생기기도 해요. 복부에 덩어리가 만져지거나 배가 빵빵해져요. 소화가 잘되지 않는다고 느끼고 속이 울렁거리면서 토하기도 해요.", 충수암 Malignant neoplasm of Appendix ,"대장암센터, 대장항문외과, 방사선종양학과, 혈액종양내과 ","복통  ,복부팽만  ,소화불량  ,구토 ,충수의 악성 신생물  ,맹장암  ,충수돌기암  ,가성점액종  ,복막암"
박장훈,복부,"소장암은 대부분 특별한 증상이 없어요. 암에 의해 장이 막히면 복통과 복부 불편감, 구토가 생겨요. 암의 위치에 따라 대변에 피가 섞여서 빨갛게 보이거나, 검은색으로 보이기도 해요. 체중도 점점 줄어들어요. 암의 종류에 따라 얼굴이 빨갛게 달아오르거나 심한 설사를 보이기도 해요. 암이 자라면서 담관을 막으면 피부나 눈이 노랗게 보이는 황달이 생겨요. ",소장암 Small bowel cancer ,"대장암센터, 대장항문외과, 방사선종양학과, 혈액종양내과 ","장폐색,  위장관 출혈  ,복통  ,체중감소 ,소장 종양  ,소장의 악성 신생물  ,십이지장암  ,공장암  ,회장암  ,가족성 용종증"
박장훈,복부,"감염 초기에는 증상이 없지만, 간흡충이 증식하면서 담도를 막아 담즙이 정체되고 담관에 염증이 생기며 여러 증상이 나타납니다. 급성기 증상으로는 발열, 피로, 황달, 식욕부진, 메스꺼움, 소화불량, 설사 등이 있습니다. 담관염이 만성화되면 담관이 늘어나면서 담관 주위가 딱딱하게 변합니다. 합병증으로 황달, 담즙성 간경변증, 담도암 등이 나타날 수 있습니다.",간흡충증 clonorchiasis,"소화기내과, 감염내과","식욕부진  ,소화불량  ,메스꺼움  ,담관염  ,황달  ,설사 ,민물고기  ,민물고기회  ,복통  ,담도암  ,기생충  ,낙동강  ,간  ,낚시  ,간흡충"
박장훈,복부,"설사를 유발하는 주요 원인균은 클로스트리듐 디피실(Clostridium difficile)이에요. 장에 균이 증식하면서 독소를 배출하여 장점막이 손상되고 염증을 일으키며 비정상적인 노란 막을 형성해요. 대장내시경으로 보았을 때 특징적인 막이 생긴 것을 발견할 수 있어요. 

설사 증상은 빠르면 항생제 사용을 시작한 후 1~2일 후에 시작되기도 하지만, 항생제 복용을 끝마친 뒤에도 증상이 나타나는 경우도 있어요. 갑작스러운 복부 경련, 통증과 함께 물이나 피가 섞인 설사가 시작돼요. 대변에서는 지독한 냄새가 나요. 열이 나거나 구토가 날 수 있고, 복부 팽만감이 있어요. 

65세 이상 면역력이 떨어진 환자나, 항생제를 복용 중인 사람, 병원이나 양로원에서 치료를 받는 사람, 장 수술을 받은 사람, 염증성 장질환이나 직장 질환이 있는 사람, 항암치료를 받는 사람들은 가막성대장염이 발생할 위험이 더 커요.", 가막성 대장염 Pseudomembranous colitis ,"소화기내과, 감염내과 ","세균총  ,장염  ,독소  ,설사  ,혈변  ,복통 ,장염  ,독소  ,분변이식술  ,씨디피실  ,C. difficile  ,위막성 대장염  ,클로스트리디움 디피실"
박장훈,복부,"세균성 이질은 이질균(shigella)이 원인이 되어 급성으로 염증성 장염이 생기는 법정 제1군 전염병이에요. 감염자가 배출한 대변에 오염된 물이나 음식을 통해 입으로 감염돼요. 또한 오염 물질이 묻은 파리나 바퀴벌레에 의해서도 전파될 수 있어요. 

감염 1~3일 후 증상이 나타나요. 고열, 구토 증상이 있으면서 경련성 복통이 있어요. 설사 증상이 있으나 대변을 본 후 잔변감을 느끼는 것이 특징이에요. 혈액과 고름, 점액이 섞인 변을 봅니다. 소아의 경우, 열이 나며, 심한 설사와 경련을 하기도 합니다. 

대개 1주일 정도 지나면 증상이 차츰 나아지며, 항생제 치료로 회복 기간을 단축할 수 있어요. 증상이 심각할 경우, 용혈성 빈혈, 신부전, 패혈증 등 합병증을 유발하기도 해요. 세균성 이질은 감염 후 4주까지 다른 사람에게 옮길 수 있고, 적은 양의 세균으로도 감염될 수 있어 전염성이 매우 높은 질병이에요.

우리나라에서는 단체 급식 시설에서 잘못된 식자재 관리나 위생 문제로 발생하기도 하며 겨울에 가장 많이 발생하는 양상을 보여요. 최근에는 해외에서 여행 중 감염되어 귀국하는 경우도 있어요. 오염된 음식물 섭취로 인하여 발생하기도 하지만 수영장 물 등을 통하여 감염되는 경우도 있어요. ", 세균성 이질  Shigellosis ,감염내과,"설사  ,복통  ,구토  ,혈변  ,잔변감  ,이질균 ,시겔라증  ,아메바성 이질  ,장티푸스  ,콜레라  ,파라티푸스"
박장훈,복부," 파라티푸스는 파라티푸스균(Salmonella paratyphi A, B, C)에 의해 감염되어 급성 전신성 발열이 나타나는 질환이에요. 파라티푸스 환자나 보균자의 소변, 대변으로 오염된 음식이나 물을 섭취했을 때 감염되는 수인성 전염병입니다. 여러 종류의 파라티푸스균 중 대부분이 A균에 의한 것이며, 고열과 전신 쇠약 증상이 나타나요. B균은 복통, 설사, 구토와 같은 위장관 증상을 주로 일으킵니다.

잠복기는 보통 1~3주이며, 고열, 두통, 복통, 설사, 장밋빛 발진 등 장티푸스와 아주 유사하지만, 증상은 더 약하게 나타나며 사망률도 더 낮아요. 파라티푸스는 주로 사람을 매개로 하지만, 드물게 가축에 의해서도 전염될 수 있어요. 주로 여름철, 가을철에 발생하며, 식중독과 유사하여 감별이 필요해요.", 파라티푸스  Paratyphoid fever ,감염내과,"발열  ,복통  ,설사  ,구토  ,수인성질환 ,장티푸스  ,세균성이질  ,발진티푸스  ,콜레라"
박장훈,복부,"장티푸스는 잠복기가 6~30일로 길고, 오한이 있고 40℃ 가까운 고열이 주된 증상이에요. 초기에는 감기로 오해할 수 있어요. 발열은 감염자의 75%에서 나타나며, 보통 다른 질환들은 열이 나면 맥박이 빨라지는 데 장티푸스에 걸리면 열이 나더라도 맥박이 약하고 천천히 뛰어요. 복통은 감염자의 30~40% 정도에서 나타나요. 설사 증상 혹은 변비 증상이 나타나기도 해요. (어린이의 경우 설사, 성인의 경우 변비 증상이 흔해요) 발병 2주째에는 복부와 가슴에 장밋빛 반점이 나타나고, 식욕감퇴, 마른기침, 간과 비장 비대 증상이 나타나는 급성 전신성 발열 질환이에요. 치료하지 않으면 4주 이상 열이 날 수 있어요. ",장티푸스 Typhoid fever ,감염내과,"발열  ,두통  ,발진  ,설사  ,변비 ,장질부사  ,파라티푸스  ,세균성 이질  ,수인성질환"
박장훈,복부,"콜레라, 익숙한 듯 아닌 듯 누구나 한 번쯤 들어본 전염병이에요. ‘비브리오 콜레라균(Vibrio cholera)’ 감염자의 배설물과 구토에 의해 오염된 물과 음식을 섭취하였을 때, 콜레라에 걸리면서 급성 설사 증상이 발생해요. 잠복기는 24~48시간이에요. 감염자의 80%에서 증상이 없을 수 있지만, 전염 속도가 빠르고 발생 시 피해가 커 발생 즉시 방역 대책을 수립해야 하는 법정 제1군 전염병으로 지정된 전염병이에요.콜레라의 대표적인 증상은 열이 나지 않고, 통증이 없고, 쌀뜨물같이 흰 묽은 설사를 하고 구토가 나는 것이에요. 심한 설사 증상으로 중증 탈수증이 나타나요. 이때 수액보충치료를 적절히 받지 않으면 혈압이 떨어지고, 맥박이 저하되고, 근육 경련이 일어나 수 시간 내 쇼크로 사망할 수도 있어요. 비브리오 콜레라균은 장 내벽에서 유해한 독소를 배출하는데, 이로 인해 수분과 전해질의 흡수 장애가 일어나 엄청난 양의 설사와 급격한 체액, 염분 소실이 일어나기 때문이에요.", 콜레라  Cholera ,"감염내과 , 소아청소년과 , 소화기내과","심한 설사  ,복통 없는 설사  ,물설사(수양성 설사)/ 구토  ,쌀뜨물 변  ,콜레라균  ,전염병  ,해외여행 중 설사  ,콜레라균 ,호열자"
박장훈,생식/비뇨기,"어느 정도 신장 기능이 나빠지기 전까지는 별다른 증상을 느끼지 못하는 경우가 많으며, 만성 신장병 진단 후에는 병원에 더 자주 방문해 본인의 몸 상태를 긴밀하게 점검하도록 합니다. 요독 물질에 의한 증상(피로, 식욕부진, 오심, 불면, 손발 저림, 가려움증 등), 심낭염, 폐부종, 조절되지 않는 고혈압, 고칼륨혈증, 대사성 산증, 의식 변화 및 경련, 출혈성 경향 등이 나타나면 신대체요법이 필요합니다. 신대체요법 시작 시기를 놓치면 수분과 전해질 불균형을 초래해 폐부종, 심낭염, 부정맥 등으로 생명이 위협받을 수 있습니다. 또 경련 같은 중추신경 장애나 위장 출혈 같은 심각한 합병증이 발생할 수 있어서 적절한 시기에 투석치료를 시작하는 것이 중요합니다.",만성 신장병 Chronic renal disease,"신장내과, 장기이식센터, 신장병센터, 소아신장과","식욕부진  ,가려움증  ,단백뇨  ,소변에 거품  ,빈뇨  ,부종  ,빈혈 ,사구체신염  ,당뇨병  ,고혈압  ,이상지질혈증  ,혈액투석  ,복막투석  ,동정맥루 ,혈액투석 ,복막투석 ,신대체요법 ,만성신장병 ,단백뇨"
